week_n,year,Temp,SpCond,Sal,DO_Pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor,ATemp,RH,BP,WSpd,MaxWSpd,Wdir,SDWDir,TotPAR,TotPrcp
2,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,69.83035714285714,1023.2708333333334,0.9116071428571428,2.5547619047619046,162.50446428571428,36.64434523809524,71.8797619047619,0.0023809523809523807
2,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.033333333333333,75.54761904761905,1016.5729166666666,0.3555059523809524,1.1964285714285714,128.16071428571428,33.29761904761905,68.49419642857143,0
3,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.6234848484848485,68.18495297805643,1019.3080424886191,1.5041033434650457,NA,196.64545454545456,NA,91.87043795620438,0.02621212121212121
3,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.355952380952381,66.50595238095238,1017.6681547619048,1.1607142857142858,2.481845238095238,191.10863095238096,31.71279761904762,113.25892857142857,0.01949404761904762
3,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.396428571428572,73.26041666666667,1016.2559523809524,0.5595238095238095,1.4322916666666667,191.07291666666666,35.86904761904762,NA,0.007589285714285714
3,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9257440476190476,83.59722222222223,1015.0550595238095,0.4105654761904762,1.0711309523809525,177.74107142857142,30.270833333333332,93.04755700325732,0.031101190476190477
3,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.4226190476190474,79.67507886435331,1014.7767857142857,0.7074404761904762,1.5486607142857143,182.96428571428572,32.842261904761905,NA,0.019047619047619046
3,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.5026785714285715,66.78869047619048,1019.1517857142857,1.0744047619047619,2.7898809523809525,199.08184523809524,48.54761904761905,100.08689655172414,0.012797619047619047
3,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.17008928571428572,64.48012718600954,1017.1235119047619,1.1427083333333334,2.814136904761905,190.98214285714286,45.99702380952381,85.45923076923077,0.014583333333333334
3,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9,77.77232142857143,1008.7470238095239,0.4793154761904762,1.6287202380952381,142.60863095238096,33.22767857142857,76.16692426584235,0.002380952380952381
3,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.128571428571429,69.57738095238095,1014.9315476190476,0.5117559523809524,1.321577380952381,157.55208333333334,20.334821428571427,155.31976744186048,0.06697819314641745
3,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7174107142857142,64.29761904761905,1010.4196428571429,0.9011904761904762,2.271875,174.94791666666666,25.47470238095238,94.61324404761905,0.010565476190476191
3,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3138392857142858,84.73511904761905,1018.4583333333334,0.19880952380952382,0.709375,95.69940476190476,12.700892857142858,76.62083333333334,0.016517857142857143
3,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.617559523809524,78.34077380952381,1022.2008928571429,0.2580357142857143,0.921577380952381,119.78571428571429,18.90327380952381,91.87663690476191,0.015327380952380953
3,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.002827380952381,64.96577380952381,1021.1607142857143,0.7894345238095238,2.111904761904762,166.9077380952381,38.40029761904762,89.19613095238095,0.01443452380952381
3,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9165178571428572,74.40625,1006.797619047619,0.7782738095238095,1.9441964285714286,167.17113095238096,27.40625,51.852380952380955,0.023065476190476192
4,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.3290178571428575,65.15178571428571,1009.5967261904761,0.7542857142857143,NA,199.6875,NA,92.38854166666667,4.464285714285714e-4
4,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.4355654761904764,59.21875,1018.7127976190476,0.8809523809523809,2.268154761904762,182.91369047619048,40.37202380952381,123.02961309523809,0
4,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.831696428571429,69.64404223227753,1018.8348214285714,0.7912202380952381,1.7333333333333334,182.30059523809524,25.188988095238095,NA,7.44047619047619e-4
4,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3833333333333333,79.21884498480243,1012.1056547619048,0.8642857142857143,2.2130952380952382,164.2514880952381,36.68154761904762,96.37303609341826,0.0599702380952381
4,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.465625,78.2172619047619,1015.7291666666666,0.7382440476190476,1.7117559523809525,195.36458333333334,29.800595238095237,NA,0.01369047619047619
4,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0553571428571429,81.13145539906104,1016.9032738095239,0.7026785714285715,1.8998511904761906,189.98958333333334,43.330357142857146,75.8296851574213,0.06964285714285715
4,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.479464285714286,61.989583333333336,1021.5877976190476,1.3668154761904763,2.6441964285714286,208.07291666666666,33.23511904761905,128.39948006932408,0
4,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.361458333333333,55.29613095238095,1012.6309523809524,1.0267857142857142,2.641815476190476,184.25892857142858,38.333333333333336,179.78358585858587,0.0022321428571428575
4,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.239434523809524,68.45535714285714,1012.4389880952381,0.5011904761904762,1.675892857142857,138.63541666666666,39.180059523809526,157.8089108910891,0.00892857142857143
4,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.0921130952380953,58.3125,1016.3869047619048,0.68125,2.084375,154.11607142857142,39.294642857142854,102.71532738095237,0
4,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8921130952380953,73.53869047619048,1001.4285714285714,1.3683035714285714,2.9224702380952383,176.5654761904762,29.28422619047619,75.09375,0.053125
4,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.145684523809524,69.98809523809524,1021.34375,0.5949404761904762,1.662797619047619,135.91517857142858,26.075892857142858,96.51845238095238,0.033482142857142856
4,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8617559523809524,76.21875,1016.8169642857143,0.46145833333333336,1.1474702380952382,143.19494047619048,20.668154761904763,82.14434523809524,0.027827380952380954
4,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.4394345238095236,63.17559523809524,1014.4642857142857,0.9541455160744501,2.211844331641286,193.76142131979697,27.56514382402707,94.065625,0.006845238095238095
5,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.941815476190476,62.441964285714285,1009.8660714285714,1.43593984962406,NA,201.20684523809524,NA,132.43154761904762,0.00625
5,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08065476190476191,76.69494047619048,1017.5669642857143,0.7511904761904762,1.5486607142857143,196.7529761904762,31.129464285714285,87.35520833333334,0.051041666666666666
5,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.460714285714286,73.59970238095238,1010.6294642857143,0.8157738095238095,2.186607142857143,181.53869047619048,41.541666666666664,NA,0.02589285714285714
5,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.1467261904761905,62.16220238095238,1020.5952380952381,1.1297619047619047,2.559672619047619,199.19494047619048,37.50595238095238,143.93321364452424,0.0034226190476190476
5,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.451339285714286,78.19345238095238,1020.3422619047619,0.5227678571428571,1.4239583333333334,191.9092261904762,41.125,NA,0.02351190476190476
5,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7291666666666665,55.632440476190474,1018.171130952381,1.1488095238095237,2.7751488095238095,193.86011904761904,47.342261904761905,127.24717261904762,0
5,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5110283159463487,70.57751277683134,1009.2008928571429,1.5068452380952382,3.0976190476190477,215.08630952380952,36.64136904761905,114.06356209150327,0.05267857142857143
5,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.473363095238095,65.13244047619048,1020.9285714285714,0.4650297619047619,1.421577380952381,135.63690476190476,25.973214285714285,109.54787430683919,0.007440476190476191
5,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.021130952380952,68.25297619047619,1016.9642857142857,0.5392857142857143,1.5809523809523809,156.55357142857142,30.629464285714285,109.12337662337663,0.019196428571428573
5,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2821428571428575,66.94791666666667,1011.7470238095239,0.5458333333333333,1.7288690476190476,161.23511904761904,29.464285714285715,87.43333333333334,0.020386904761904762
5,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3229166666666667,62.885416666666664,1012.8511904761905,0.7349702380952381,1.8279761904761904,150.08333333333334,22.77827380952381,106.37440476190476,0.003125
5,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.8266369047619047,61.845238095238095,1018.7485119047619,0.6952380952380952,2.1965773809523808,135.05357142857142,35.66517857142857,99.48154761904762,0.010714285714285714
5,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5644345238095239,71.51339285714286,1013.1592261904761,0.3738095238095238,1.1581845238095239,157.0014880952381,28.602678571428573,95.77142857142857,2.9761904761904765e-4
5,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.171428571428572,70.42857142857143,1012.828869047619,0.5928571428571429,1.905654761904762,150.3720238095238,44.876488095238095,89.86651785714285,0.027083333333333334
6,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.180654761904762,52.57738095238095,1013.4360119047619,2.4081203007518797,NA,213.4970238095238,NA,158.63571428571427,0
6,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.521875,83.74107142857143,1009.9568452380952,1.0965773809523809,2.2285714285714286,199.86458333333334,38.450892857142854,86.71205357142857,0.10223214285714285
6,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.7010416666666668,66.22619047619048,1020.5967261904761,0.8538690476190476,2.1183035714285716,182.6532738095238,30.59077380952381,NA,0
6,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.1191964285714286,64.79017857142857,1010.0386904761905,0.7953869047619048,2.3802083333333335,203.6532738095238,55.86309523809524,202.42512195121952,0.00818452380952381
6,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.386011904761905,69.61815336463224,1012.6532738095239,0.9755952380952381,2.2924107142857144,173.61309523809524,36.56845238095238,NA,0.025148809523809525
6,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31339285714285714,66.16369047619048,1016.3779761904761,0.5927083333333334,1.575595238095238,178.54166666666666,38.34375,159.41314475873543,4.464285714285714e-4
6,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.8020833333333335,69.5,1018.9940476190476,0.7071428571428572,1.853720238095238,213.0907738095238,42.77529761904762,115.30344827586207,0.023214285714285715
6,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.692559523809524,73.04464285714286,1020.5089285714286,0.3712797619047619,1.0936011904761904,165.73214285714286,24.18452380952381,161.8329501915709,0.025892857142857145
6,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.443005952380952,71.8125,1016.766369047619,0.5345238095238095,1.7089285714285714,164.07738095238096,34.135416666666664,185.47990543735224,0.003273809523809524
6,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16264880952380953,62.88095238095238,1012.4508928571429,0.953125,2.183779761904762,168.77083333333334,26.578869047619047,114.42083333333333,7.440476190476191e-4
6,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.69375,67.32291666666667,1012.0238095238095,0.6174107142857143,1.9044642857142857,148.22619047619048,31.642857142857142,94.98229166666667,0.02098214285714286
6,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.346279761904762,84.30059523809524,1022.0729166666666,0.1787202380952381,0.6202380952380953,67.46875,11.055059523809524,100.48809523809524,0.052083333333333336
6,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40788690476190476,79.31547619047619,1012.15625,0.5632440476190477,1.3959821428571428,139.34970238095238,21.62797619047619,59.84583333333333,0.05520833333333333
6,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.970535714285714,68.69196428571429,1017.9345238095239,0.59152,1.45856,157.9456,22.9216,100.63005952380952,0.007589285714285714
7,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.910863095238096,63.45684523809524,1009.9315476190476,1.7813533834586466,NA,198.42857142857142,NA,155.06592261904763,0.014583333333333334
7,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.6578869047619047,72.91071428571429,1015.6130952380952,0.8196428571428571,2.1694940476190476,191.39434523809524,42.913690476190474,124.303125,0.11116071428571428
7,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27098214285714284,62.96716417910448,1011.1815476190476,1.134970238095238,2.5717261904761903,197.26041666666666,37.67559523809524,NA,0.009226190476190476
7,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5550595238095238,66.92857142857143,1001.0059523809524,1.2282738095238095,2.715327380952381,221.6547619047619,35.38095238095238,232.03827893175074,0.00818452380952381
7,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9956780923994039,58.2876304023845,1013.7988077496274,1.3695976154992549,3.2198211624441133,186.10134128166916,40.48733233979136,NA,0
7,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8232142857142857,68.5625,1014.5550595238095,0.922172619047619,2.1797619047619046,195.6220238095238,39.77529761904762,125.02519936204146,0.009523809523809523
7,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4373511904761905,62.19335347432024,1010.2455357142857,1.2063988095238096,2.7523809523809524,216.89583333333334,43.9375,169.65205479452055,0.011160714285714286
7,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.285267857142857,71.82291666666667,1013.6428571428571,0.6553571428571429,1.6879464285714285,164.75744047619048,26.785714285714285,118.20104895104895,0.055505952380952385
7,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.484970238095238,59.004464285714285,1011.8541666666666,0.6977678571428572,1.827529761904762,174.80357142857142,23.953869047619047,234.7860606060606,0.0028273809523809527
7,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.226041666666666,63.29315476190476,1020.1666666666666,0.7047619047619048,2.0104166666666665,159.82589285714286,33.111607142857146,109.5046130952381,0.012946428571428572
7,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48988095238095236,66.61755952380952,1006.0446428571429,0.6714285714285715,1.95,145.41666666666666,25.739583333333332,145.2953869047619,0.017410714285714286
7,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5029761904761907,72.49255952380952,1020.6830357142857,0.56875,1.8276785714285715,148.97619047619048,33.773809523809526,134.2956845238095,0.01011904761904762
7,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8927083333333333,67.42410714285714,1020.172619047619,0.513095238095238,1.5738095238095238,149.27083333333334,31.516369047619047,122.81473214285714,0.026785714285714288
7,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.222767857142857,65.30952380952381,1022.328869047619,0.4153846153846154,1.2704866562009418,177.04552590266877,33.734693877551024,109.65327380952381,0.03229166666666667
8,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.650297619047619,61.24464831804281,1010.389880952381,0.8645112781954887,NA,177.86011904761904,NA,174.14568452380954,0.007738095238095238
8,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.005952380952381,68.83035714285714,1015.0208333333334,1.0772321428571427,2.204315476190476,198.19345238095238,27.21279761904762,147.32410714285714,0.016964285714285713
8,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.6877976190476192,62.04854368932039,1012.922619047619,1.4123511904761905,2.8944940476190477,221.78571428571428,31.828869047619047,NA,0.02976190476190476
8,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.300892857142857,78.34235668789809,1008.3556547619048,0.7008928571428571,1.8822916666666667,179.32142857142858,36.989583333333336,172.27134502923977,0.10967261904761905
8,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.573511904761905,62.41679389312977,1015.297619047619,1.2354166666666666,2.961607142857143,189.1547619047619,47.970238095238095,NA,0.05699404761904762
8,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.935267857142857,66.65029761904762,1008.328869047619,1.0273809523809523,2.559077380952381,187.17261904761904,44.98363095238095,153.60824427480915,0.025148809523809525
8,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32929745889387146,69.73867595818815,1014.8154761904761,1.0660714285714286,2.240327380952381,212.68005952380952,34.177083333333336,122.75059523809524,0.015029761904761905
8,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.022470238095238113,73.6889880952381,1012.6875,0.8251488095238095,1.8623511904761905,147.11607142857142,23.482142857142858,137.87965299684544,0.01636904761904762
8,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.115773809523809,62.316964285714285,1017.8869047619048,0.8165178571428572,2.0870535714285716,175.74404761904762,28.578869047619047,266.50761523046094,4.4642857142857147e-4
8,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2773809523809523,69.54315476190476,1014.8377976190476,0.4532738095238095,1.6110119047619047,164.73214285714286,31.87202380952381,112.90505952380953,0.06383928571428571
8,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.93303437967115,66.49177877428998,1012.2182361733932,0.6327354260089686,2.071001494768311,141.6696562032885,33.61434977578475,194.4050822122571,0.0055306427503736925
8,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.710714285714285,85.20535714285714,1026.2127976190477,0.528422619047619,1.825,115.85863095238095,32.864583333333336,94.15744047619047,0.04791666666666667
8,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1367559523809523,56.76636904761905,1020.3824404761905,0.5828869047619047,1.4751488095238094,170.08779761904762,27.65327380952381,175.52663690476192,5.952380952380953e-4
8,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02589285714285714,71.16071428571429,1015.7544642857143,0.7877813504823151,2.077652733118971,168.81993569131834,31.315112540192928,122.70684523809524,0.01011904761904762
9,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.30758928571428573,79.97133220910624,1008.6160714285714,0.7551879699248121,NA,207.4672619047619,NA,121.58556547619048,0.08630952380952381
9,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1864583333333334,69,1013.6324404761905,0.9077380952380952,2.116517857142857,200.45982142857142,30.050595238095237,180.4611607142857,0.04717261904761905
9,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.068005952380952,65.41369047619048,1019.702380952381,0.9331845238095238,2.7282738095238095,204.41220238095238,50.04315476190476,NA,0.026041666666666668
9,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7941964285714285,80.07587253414265,1000.7485119047619,0.7456845238095238,2.0977678571428573,195.68005952380952,46.10863095238095,160.69372549019607,0.05863095238095238
9,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9252976190476191,64.96832579185521,1021.2782738095239,1.0375,2.609970238095238,183.95535714285714,42.938988095238095,NA,0.03616071428571429
9,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8096726190476191,68.91721854304636,1016.6696428571429,0.8825892857142857,2.0148809523809526,197.79464285714286,38.288690476190474,140.80531107738997,0.054464285714285715
9,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.474404761904762,72.43360995850622,1007.2931547619048,0.5629464285714286,1.4904761904761905,208.76488095238096,43.83184523809524,118.79136904761904,0.053125
9,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.358035714285714,53.83482142857143,1018.5922619047619,0.8559523809523809,2.097470238095238,162.68005952380952,31.964285714285715,254.72147001934235,0
