Country or Area,Year,Commodity,Flow,Trade (USD),Weight (kg),Quantity Name,Quantity
Burkina Faso,2005,"Yarn; (not sewing thread), of synthetic staple fibres, containing 85% or more by weight of synthetic staple fibres, put up for retail sale",Import,6421.942,5729,Weight in kilograms,5729
Burkina Faso,2005,"Yarn; (not sewing thread), of artificial staple fibres, put up for retail sale",Import,56.875,100,Weight in kilograms,100
Burkina Faso,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of polyester staple fibres, other than unbleached or bleached",Import,98668.03,152944,Weight in kilograms,152944
Burkina Faso,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of such fibres n.e.c. in heading no. 5512, other than unbleached or bleached",Import,18010.29,23246,Weight in kilograms,23246
Burkina Faso,2005,"Fabrics, woven; containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached",Import,17946.471,37507,Weight in kilograms,37507
Burkina Faso,2005,"Fabrics, woven; plain weave, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",Import,1150.784,817,Weight in kilograms,817
Burkina Faso,2005,"Fabrics, woven; dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",Import,6199.397,7925,Weight in kilograms,7925
Burkina Faso,2005,"Fabrics, woven; dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2",Export,4777.1,19000,Weight in kilograms,19000
Burkina Faso,2005,"Fabrics, woven; dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2",Import,62226.656,112316,Weight in kilograms,112316
Burkina Faso,2005,"Woven fabrics of polyester staple fibres (excl. of 5513.31 & 5513.32), cont ...",Import,203986.814,317677,Weight in kilograms,317677
Burkina Faso,2005,"Fabrics, woven; of yarns of different colours, containing less than 85% of synthetic staple fibres (other than polyester, plain weave), mixed mainly or solely with cotton, not exceeding 170g/m2",Import,19060.002,50760,Weight in kilograms,50760
Burkina Faso,2005,"Fabrics, woven; plain weave, printed, of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",Import,4713.87,3349,Weight in kilograms,3349
Burkina Faso,2005,"Woven fabrics of polyester staple fibres (excl. of 5513.41 & 5513.42), cont ...",Import,853.128,1500,Weight in kilograms,1500
Burkina Faso,2005,"Fabrics, woven; printed, containing less than 85% by weight of synthetic staple fibres (other than polyester, plain weave), mixed mainly or solely with cotton, not exceeding 170g/m2",Export,6770.532,5250,Weight in kilograms,5250
Burkina Faso,2005,"Fabrics, woven; printed, containing less than 85% by weight of synthetic staple fibres (other than polyester, plain weave), mixed mainly or solely with cotton, not exceeding 170g/m2",Import,436807.832,845628,Weight in kilograms,845628
Burkina Faso,2005,"Fabrics, woven; unbleached or bleached, containing less than 85% by weight of synthetic staple fibres n.e.c. in item no. 55.14.1, mixed mainly or solely with cotton, exceeding 170g/m2",Import,33296.147,53734,Weight in kilograms,53734
Burkina Faso,2005,"Fabrics, woven; plain weave, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2",Import,316006.303,724762,Weight in kilograms,724762
Burkina Faso,2005,"Fabrics, woven; dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2",Import,58395.622,73287,Weight in kilograms,73287
Burkina Faso,2005,"Woven fabrics of oth. synth. staple fibres (excl. of 5514.31-5514.33), cont ...",Import,11531.934,14000,Weight in kilograms,14000
Burkina Faso,2005,"Fabrics, woven; plain weave, printed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2",Import,3602.096,18450,Weight in kilograms,18450
Burkina Faso,2005,"Fabrics, woven; printed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, weight exceeding 170g/m2, n.e.c. in heading no. 5514",Import,11122.893,80610,Weight in kilograms,80610
Burkina Faso,2005,"Fabrics, woven; printed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2",Export,12665.349,13200,Weight in kilograms,13200
Burkina Faso,2005,"Fabrics, woven; printed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2",Import,245466.079,332101,Weight in kilograms,332101
Burkina Faso,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in item no. 5515.1",Import,646065.787,436007,Weight in kilograms,436007
Burkina Faso,2005,"Fabrics, woven; of acrylic or modacrylic staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in item no. 5515.2",Import,1719.04,3989,Weight in kilograms,3989
Burkina Faso,2005,"Fabrics, woven; of synthetic staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments",Import,521.957,2,Weight in kilograms,2
Burkina Faso,2005,"Fabrics, woven; of synthetic staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in heading no. 5515",Export,592.924,100,Weight in kilograms,100
Burkina Faso,2005,"Fabrics, woven; of synthetic staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in heading no. 5515",Import,6244.197,3102,Weight in kilograms,3102
Burkina Faso,2005,"Fabrics, woven; unbleached or bleached, containing 85% or more by weight of artificial staple fibres",Import,2874.639,6100,Weight in kilograms,6100
Burkina Faso,2005,"Fabrics, woven; dyed, containing 85% or more by weight of artificial staple fibres",Import,523752.397,915603,Weight in kilograms,915603
Burkina Faso,2005,"Fabrics, woven; of yarns of different colours, containing 85% or more by weight of artificial staple fibres",Import,26609.942,61580,Weight in kilograms,61580
Burkina Faso,2005,"Fabrics, woven; printed, containing 85% or more by weight of artificial staple fibres",Import,151216.534,335637,Weight in kilograms,335637
Burkina Faso,2005,"Fabrics, woven; unbleached or bleached, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with manmade filaments",Import,28.438,75,Weight in kilograms,75
Burkina Faso,2005,"Fabrics, woven; of yarns of different colours, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton",Import,118965.48,154165,Weight in kilograms,154165
Burkina Faso,2005,"Fabrics, woven; dyed, of artificial staple fibres, n.e.c. in heading no. 5516",Import,134094.157,234272,Weight in kilograms,234272
Burkina Faso,2005,"Fabrics, woven; printed, of artificial staple fibres, n.e.c. in heading no. 5516",Import,284.376,402,Weight in kilograms,402
Burundi,2005,"Fibres; synthetic filament tow, of nylon or other polyamides",Import,3,2,Weight in kilograms,2
Burundi,2005,"Fibres; synthetic filament tow, of synthetic materials n.e.c. in heading no. 5501",Import,105,1200,Weight in kilograms,1200
Burundi,2005,"Fibres; artificial staple fibres, carded, combed or otherwise processed for spinning",Import,17812,5000,Weight in kilograms,5000
Burundi,2005,"Sewing thread; of synthetic staple fibres, whether or not put up for retail sale",Import,89,943,Weight in kilograms,943
Burundi,2005,"Sewing thread; of artificial staple fibres, whether or not put up for retail sale",Import,3343,500,Weight in kilograms,500
Burundi,2005,"Yarn; (not sewing thread), single, containing 85% or more by weight of synthetic staple fibres, n.e.c. in heading no. 5509, not put up for retail sale",Import,12414,10000,Weight in kilograms,10000
Burundi,2005,"Yarn; (not sewing thread), of synthetic staple fibres, mixed mainly or solely with cotton, n.e.c. in heading no. 5509, not put up for retail sale",Import,40,792,Weight in kilograms,792
Burundi,2005,"Yarn; (not sewing thread), of artificial staple fibres, mixed mainly or solely with fibres (other than wool, fine animal hair or cotton), not put up for retail sale",Import,227,3616,Weight in kilograms,3616
Burundi,2005,"Yarn; (not sewing thread), of synthetic staple fibres, containing 85% or more by weight of synthetic staple fibres, put up for retail sale",Import,39,170,Weight in kilograms,170
Burundi,2005,"Yarn; (not sewing thread), of artificial staple fibres, put up for retail sale",Import,338,1404,Weight in kilograms,1404
Burundi,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of such fibres n.e.c. in heading no. 5512, other than unbleached or bleached",Import,85373,50128,Weight in kilograms,50128
Burundi,2005,"Fabrics, woven; plain weave, of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, of a weight not exceeding 170g/m2, unbleached or bleached",Import,824,823,Weight in kilograms,823
Burundi,2005,"Fabrics, woven; containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached",Import,16424,13043,Weight in kilograms,13043
Burundi,2005,"Fabrics, woven; plain weave, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",Import,873,195,Weight in kilograms,195
Burundi,2005,"Fabrics, woven; dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2",Import,730,394,Weight in kilograms,394
Burundi,2005,"Fabrics, woven; plain weave, of yarns of different colours, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",Import,1297,205,Weight in kilograms,205
Burundi,2005,"Woven fabrics of polyester staple fibres (excl. of 5513.31 & 5513.32), cont ...",Import,64571,26138,Weight in kilograms,26138
Burundi,2005,"Fabrics, woven; of yarns of different colours, containing less than 85% of synthetic staple fibres (other than polyester, plain weave), mixed mainly or solely with cotton, not exceeding 170g/m2",Import,1789,622,Weight in kilograms,622
Burundi,2005,"Fabrics, woven; plain weave, printed, of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",Import,10919,16474,Weight in kilograms,16474
Burundi,2005,"Fabrics, woven; printed, containing less than 85% by weight of synthetic staple fibres (other than polyester, plain weave), mixed mainly or solely with cotton, not exceeding 170g/m2",Import,23130,31819,Weight in kilograms,31819
Burundi,2005,"Fabrics, woven; plain weave, unbleached or bleached, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2",Import,5159,9437,Weight in kilograms,9437
Burundi,2005,"Fabrics, woven; 3- or 4-thread twill, including cross twill, unbleached or bleached, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, over 170g/m2",Import,39,10,Weight in kilograms,10
Burundi,2005,"Fabrics, woven; dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2",Import,544,350,Weight in kilograms,350
Burundi,2005,"Woven fabrics of polyester staple fibres, cont. <85% by wt. of such fibres, ...",Import,1158,80,Weight in kilograms,80
Burundi,2005,"Woven fabrics of polyester staple fibres (excl. of 5514.31 & 5514.32), cont ...",Import,44377,23522,Weight in kilograms,23522
Burundi,2005,"Woven fabrics of oth. synth. staple fibres (excl. of 5514.31-5514.33), cont ...",Import,26036,29452,Weight in kilograms,29452
Burundi,2005,"Fabrics, woven; printed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, weight exceeding 170g/m2, n.e.c. in heading no. 5514",Import,25876,10943,Weight in kilograms,10943
Burundi,2005,"Fabrics, woven; printed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2",Import,18116,34524,Weight in kilograms,34524
Burundi,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with viscose rayon staple fibres",Import,7797,8170,Weight in kilograms,8170
Burundi,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in item no. 5515.1",Import,258,28,Weight in kilograms,28
Burundi,2005,"Fabrics, woven; of acrylic or modacrylic staple fibres n.e.c. in chapter 55, mixed mainly or solely with wool or fine animal hair",Import,43,3,Weight in kilograms,3
Burundi,2005,"Fabrics, woven; of acrylic or modacrylic staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in item no. 5515.2",Import,897,790,Weight in kilograms,790
Burundi,2005,"Fabrics, woven; of synthetic staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments",Import,14408,18610,Weight in kilograms,18610
Burundi,2005,Woven fabrics of synth. staple fibres mixed mainly or solely with wool/fine ...,Import,396,90,Weight in kilograms,90
Burundi,2005,"Fabrics, woven; of synthetic staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in heading no. 5515",Import,10101,13724,Weight in kilograms,13724
Burundi,2005,"Fabrics, woven; dyed, of artificial staple fibres, n.e.c. in heading no. 5516",Import,238,140,Weight in kilograms,140
Burundi,2005,"Fabrics, woven; printed, of artificial staple fibres, n.e.c. in heading no. 5516",Import,2096,914,Weight in kilograms,914
Cabo Verde,2005,"Fibres; synthetic filament tow, of nylon or other polyamides",Import,1438,253,Weight in kilograms,253
Cabo Verde,2005,"Fibres; synthetic filament tow, of nylon or other polyamides",Re-Export,20,5,Weight in kilograms,5
Cabo Verde,2005,"Fibres; synthetic filament tow, of nylon or other polyamides",Export,20,5,Weight in kilograms,5
Cabo Verde,2005,"Fibres; synthetic filament tow, of polyesters",Import,355,19,Weight in kilograms,19
Cabo Verde,2005,"Fibres; artificial staple fibres, other than of viscose, not carded, combed or otherwise processed for spinning",Import,55,3,Weight in kilograms,3
Cabo Verde,2005,"Fibres; waste (including noils, yarn waste and garnetted stock), of artificial fibres",Import,3148,500,Weight in kilograms,500
Cabo Verde,2005,"Sewing thread; of synthetic staple fibres, whether or not put up for retail sale",Import,2209,74,Weight in kilograms,74
Cabo Verde,2005,"Sewing thread; of synthetic staple fibres, whether or not put up for retail sale",Re-Export,69,1,Weight in kilograms,1
Cabo Verde,2005,"Sewing thread; of synthetic staple fibres, whether or not put up for retail sale",Export,69,1,Weight in kilograms,1
Cabo Verde,2005,"Sewing thread; of artificial staple fibres, whether or not put up for retail sale",Import,11062,3770,Weight in kilograms,3770
Cabo Verde,2005,"Yarn; (not sewing thread), multiple (folded) or cabled yarn, of synthetic staple fibres, containing 85% or more by weight of nylon or other polyamides, not put up for retail sale",Import,22050,6976,Weight in kilograms,6976
Cabo Verde,2005,"Yarn; (not sewing thread), multiple (folded) or cabled yarn, of synthetic staple fibres, containing 85% or more by weight of nylon or other polyamides, not put up for retail sale",Re-Export,51,13,Weight in kilograms,13
Cabo Verde,2005,"Yarn; (not sewing thread), multiple (folded) or cabled yarn, of synthetic staple fibres, containing 85% or more by weight of nylon or other polyamides, not put up for retail sale",Export,51,13,Weight in kilograms,13
Cabo Verde,2005,"Yarn; (not sewing thread), multiple (folded) or cabled yarn, of synthetic staple fibres, containing 85% or more by weight of polyester, not put up for retail sale",Import,50,28,Weight in kilograms,28
Cabo Verde,2005,"Yarn; (not sewing thread), multiple (folded) or cabled yarn, containing 85% or more by weight of synthetic staple fibres, n.e.c. in heading no. 5509, not put up for retail sale",Import,25,2,Weight in kilograms,2
Cabo Verde,2005,"Yarn; (not sewing thread), of synthetic staple fibres, mixed mainly or solely with fibres (other than wool, fine animal hair or cotton), n.e.c. in heading no. 5509, not put up for retail sale",Import,4334,215,Weight in kilograms,215
Cabo Verde,2005,"Yarn; (not sewing thread), multiple (folded) or cabled yarn, of artificial staple fibres, containing 85% or more by weight of artificial staple fibres, not put up for retail sale",Import,1,1,Weight in kilograms,1
Cabo Verde,2005,"Yarn; (not sewing thread), of artificial staple fibres, mixed mainly or solely with fibres (other than wool, fine animal hair or cotton), not put up for retail sale",Import,1994,208,Weight in kilograms,208
Cabo Verde,2005,"Yarn; (not sewing thread), of synthetic staple fibres, containing 85% or more by weight of synthetic staple fibres, put up for retail sale",Import,3953,300,Weight in kilograms,300
Cabo Verde,2005,"Yarn; (not sewing thread), of artificial staple fibres, put up for retail sale",Import,2035,1386,Weight in kilograms,1386
Cabo Verde,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of polyester staple fibres, other than unbleached or bleached",Import,34342,4974,Weight in kilograms,4974
Cabo Verde,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic staple fibres, other than unbleached or bleached",Import,4609,353,Weight in kilograms,353
Cabo Verde,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of such fibres n.e.c. in heading no. 5512, other than unbleached or bleached",Import,15663,6926,Weight in kilograms,6926
Cabo Verde,2005,"Fabrics, woven; containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached",Import,5,1,Weight in kilograms,1
Cabo Verde,2005,"Fabrics, woven; dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",Import,2402,187,Weight in kilograms,187
Cabo Verde,2005,"Fabrics, woven; dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2",Import,9873,2168,Weight in kilograms,2168
Cabo Verde,2005,"Fabrics, woven; printed, containing less than 85% by weight of synthetic staple fibres (other than polyester, plain weave), mixed mainly or solely with cotton, not exceeding 170g/m2",Import,714,379,Weight in kilograms,379
Cabo Verde,2005,"Fabrics, woven; 3- or 4-thread twill, including cross twill, unbleached or bleached, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, over 170g/m2",Import,3161,300,Weight in kilograms,300
Cabo Verde,2005,"Woven fabrics of polyester staple fibres, cont. <85% by wt. of such fibres, ...",Import,2759,90,Weight in kilograms,90
Cabo Verde,2005,"Fabrics, woven; unbleached or bleached, containing less than 85% by weight of synthetic staple fibres n.e.c. in item no. 55.14.1, mixed mainly or solely with cotton, exceeding 170g/m2",Import,2024,302,Weight in kilograms,302
Cabo Verde,2005,"Fabrics, woven; dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2, n.e.c. in heading no. 5514",Import,15331,2380,Weight in kilograms,2380
Cabo Verde,2005,"Fabrics, woven; dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2",Import,12739,3123,Weight in kilograms,3123
Cabo Verde,2005,"Woven fabrics of polyester staple fibres (excl. of 5514.31 & 5514.32), cont ...",Import,537,113,Weight in kilograms,113
Cabo Verde,2005,"Woven fabrics of oth. synth. staple fibres (excl. of 5514.31-5514.33), cont ...",Import,2238,76,Weight in kilograms,76
Cabo Verde,2005,"Fabrics, woven; printed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, weight exceeding 170g/m2, n.e.c. in heading no. 5514",Import,1862,201,Weight in kilograms,201
Cabo Verde,2005,"Fabrics, woven; printed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2",Import,7184,1890,Weight in kilograms,1890
Cabo Verde,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with viscose rayon staple fibres",Import,1627,220,Weight in kilograms,220
Cabo Verde,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments",Import,773,54,Weight in kilograms,54
Cabo Verde,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in item no. 5515.1",Import,69809,16735,Weight in kilograms,16735
Cabo Verde,2005,"Fabrics, woven; of synthetic staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in heading no. 5515",Import,10179,1777,Weight in kilograms,1777
Cabo Verde,2005,"Fabrics, woven; unbleached or bleached, containing 85% or more by weight of artificial staple fibres",Import,3333,447,Weight in kilograms,447
Cabo Verde,2005,"Fabrics, woven; dyed, containing 85% or more by weight of artificial staple fibres",Import,21128,2774,Weight in kilograms,2774
Cabo Verde,2005,"Fabrics, woven; printed, containing 85% or more by weight of artificial staple fibres",Import,418,31,Weight in kilograms,31
Cabo Verde,2005,"Fabrics, woven; dyed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with man-made filaments",Import,196,22,Weight in kilograms,22
Cabo Verde,2005,"Fabrics, woven; dyed, of artificial staple fibres, n.e.c. in heading no. 5516",Import,910,138,Weight in kilograms,138
Cabo Verde,2005,"Fabrics, woven; of yarns of different colours, of artificial staple fibres, n.e.c. in heading no. 5516",Import,417,60,Weight in kilograms,60
Cabo Verde,2005,"Fabrics, woven; printed, of artificial staple fibres, n.e.c. in heading no. 5516",Import,1837,28,Weight in kilograms,28
Cambodia,2005,"Fibres; synthetic filament tow, of nylon or other polyamides",Export,2162,392,Weight in kilograms,392
Cambodia,2005,Fibres; artificial filament tow,Import,2503088,896707,Weight in kilograms,896707
Cambodia,2005,Fibres; artificial filament tow,Export,378,202,Weight in kilograms,202
Cambodia,2005,"Synthetic staple fibres, not carded/combed/othw. processed for spinning, of ...",Import,1406,632,Weight in kilograms,632
Cambodia,2005,"Fibres; artificial staple fibres, of viscose, not carded, combed or otherwise processed for spinning",Import,493,175,Weight in kilograms,175
Cambodia,2005,"Fibres; waste (including noils, yarn waste and garnetted stock), of synthetic fibres",Import,230,1623,Weight in kilograms,1623
Cambodia,2005,"Fibres; waste (including noils, yarn waste and garnetted stock), of artificial fibres",Import,3881,698,Weight in kilograms,698
Cambodia,2005,"Fibres; synthetic staple fibres, of nylon or other polyamides, carded, combed or otherwise processed for spinning",Import,21432,10599,Weight in kilograms,10599
Cambodia,2005,"Fibres; synthetic staple fibres, of nylon or other polyamides, carded, combed or otherwise processed for spinning",Export,444,61,Weight in kilograms,61
Cambodia,2005,"Fibres; synthetic staple fibres, of polyesters, carded, combed or otherwise processed for spinning",Import,63844,22156,Weight in kilograms,22156
Cambodia,2005,"Fibres; artificial staple fibres, carded, combed or otherwise processed for spinning",Import,1713,69,Weight in kilograms,69
Cambodia,2005,"Sewing thread; of synthetic staple fibres, whether or not put up for retail sale",Import,14094830,3993363,Weight in kilograms,3993363
Cambodia,2005,"Sewing thread; of synthetic staple fibres, whether or not put up for retail sale",Export,119157,39105,Weight in kilograms,39105
Cambodia,2005,"Sewing thread; of artificial staple fibres, whether or not put up for retail sale",Import,16796,4347,Weight in kilograms,4347
Cambodia,2005,"Sewing thread; of artificial staple fibres, whether or not put up for retail sale",Export,13,13,Weight in kilograms,13
Cambodia,2005,"Yarn; (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of polyester, not put up for retail sale",Import,11496,16160,Weight in kilograms,16160
Cambodia,2005,"Yarn; (not sewing thread), multiple (folded) or cabled yarn, of synthetic staple fibres, containing 85% or more by weight of polyester, not put up for retail sale",Import,1308866,331548,Weight in kilograms,331548
Cambodia,2005,"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with artificial staple fibres, not put up for retail sale",Import,10257,1946,Weight in kilograms,1946
Cambodia,2005,"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with fibres n.e.c. in item no. 5509.5, not put up for retail sale",Import,37618454,11775059,Weight in kilograms,11775059
Cambodia,2005,"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with fibres n.e.c. in item no. 5509.5, not put up for retail sale",Export,9022056,3204933,Weight in kilograms,3204933
Cambodia,2005,"Yarn; (not sewing thread), of acrylic or modacrylic staple fibres, mixed mainly or solely with fibres n.e.c. in item no. 5509.6, not put up for retail sale",Import,30783,18144,Weight in kilograms,18144
Cambodia,2005,"Yarn; (not sewing thread), of synthetic staple fibres, mixed mainly or solely with wool or fine animal hair, n.e.c. in heading no. 5509, not put up for retail sale",Import,13641,12177,Weight in kilograms,12177
Cambodia,2005,"Yarn; (not sewing thread), of synthetic staple fibres, mixed mainly or solely with fibres (other than wool, fine animal hair or cotton), n.e.c. in heading no. 5509, not put up for retail sale",Import,2803612,2439447,Weight in kilograms,2439447
Cambodia,2005,"Yarn; (not sewing thread), of synthetic staple fibres, containing 85% or more by weight of synthetic staple fibres, put up for retail sale",Import,270984,80101,Weight in kilograms,80101
Cambodia,2005,"Yarn; (not sewing thread), of synthetic staple fibres, containing 85% or more by weight of synthetic staple fibres, put up for retail sale",Export,14137,4699,Weight in kilograms,4699
Cambodia,2005,"Yarn; (not sewing thread), of artificial staple fibres, put up for retail sale",Import,17927,2436,Weight in kilograms,2436
Cambodia,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of polyester staple fibres, unbleached or bleached",Import,1172,489,Weight in kilograms,489
Cambodia,2005,"Fabrics, woven; plain weave, of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, of a weight not exceeding 170g/m2, unbleached or bleached",Import,433,308,Weight in kilograms,308
Cambodia,2005,"Fabrics, woven; 3-thread or 4-thread twill, of polyester staple fibres, containing less than 85% by weight of such, mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached",Import,19209,24990,Weight in kilograms,24990
Cambodia,2005,"Fabrics, woven; of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached",Import,587,851,Weight in kilograms,851
Cambodia,2005,"Fabrics, woven; containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached",Import,2606834,1175419,Weight in kilograms,1175419
Cambodia,2005,"Fabrics, woven; containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached",Export,4010,1286,Weight in kilograms,1286
Cambodia,2005,"Fabrics, woven; dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",Export,9766,1263,Weight in kilograms,1263
Cambodia,2005,"Fabrics, woven; dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2",Import,279366,53562,Weight in kilograms,53562
Cambodia,2005,"Woven fabrics of polyester staple fibres (excl. of 5513.31 & 5513.32), cont ...",Import,6081,4684,Weight in kilograms,4684
Cambodia,2005,"Fabrics, woven; plain weave, unbleached or bleached, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2",Import,2735,3220,Weight in kilograms,3220
Cambodia,2005,"Fabrics, woven; unbleached or bleached, containing less than 85% by weight of synthetic staple fibres n.e.c. in item no. 55.14.1, mixed mainly or solely with cotton, exceeding 170g/m2",Import,12799,4745,Weight in kilograms,4745
Cambodia,2005,"Fabrics, woven; dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2",Import,15007,1564,Weight in kilograms,1564
Cambodia,2005,"Fabrics, woven; dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2",Export,11855,4457,Weight in kilograms,4457
Cambodia,2005,"Fabrics, woven; printed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, weight exceeding 170g/m2, n.e.c. in heading no. 5514",Import,77,11,Weight in kilograms,11
Cambodia,2005,"Fabrics, woven; printed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2",Import,232185,277190,Weight in kilograms,277190
Cambodia,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with viscose rayon staple fibres",Import,22797,10838,Weight in kilograms,10838
Cambodia,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in item no. 5515.1",Import,17405068,2734505,Weight in kilograms,2734505
Cambodia,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in item no. 5515.1",Export,350290,111421,Weight in kilograms,111421
Cambodia,2005,"Fabrics, woven; of acrylic or modacrylic staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments",Import,23681,7453,Weight in kilograms,7453
