Country or Area,Year,Commodity,Flow,Trade (USD),Weight (kg),Quantity Name,Quantity
Albania,2005,"Fibres; synthetic filament tow, of nylon or other polyamides",Import,4296,1071,Weight in kilograms,1071
Albania,2005,"Fibres; synthetic filament tow, of synthetic materials n.e.c. in heading no. 5501",Import,10970,2765,Weight in kilograms,2765
Albania,2005,Fibres; artificial filament tow,Import,5280,1967,Weight in kilograms,1967
Albania,2005,"Synthetic staple fibres, not carded/combed/othw. processed for spinning, of ...",Import,406,95,Weight in kilograms,95
Albania,2005,"Fibres; synthetic staple fibres, acrylic or modacrylic, not carded, combed or otherwise processed for spinning",Import,1533,408,Weight in kilograms,408
Albania,2005,"Fibres; synthetic staple fibres, of polypropylene, not carded, combed or otherwise processed for spinning",Import,11538,22401,Weight in kilograms,22401
Albania,2005,"Fibres; synthetic staple fibres, of synthetic materials n.e.c. in heading no. 5503, not carded, combed or otherwise processed for spinning",Import,4684,1021,Weight in kilograms,1021
Albania,2005,"Fibres; artificial staple fibres, of viscose, not carded, combed or otherwise processed for spinning",Import,35,30,Weight in kilograms,30
Albania,2005,"Fibres; waste (including noils, yarn waste and garnetted stock), of synthetic fibres",Import,382504,801672,Weight in kilograms,801672
Albania,2005,"Fibres; waste (including noils, yarn waste and garnetted stock), of synthetic fibres",Export,198,100,Weight in kilograms,100
Albania,2005,"Fibres; waste (including noils, yarn waste and garnetted stock), of artificial fibres",Import,1267,1239,Weight in kilograms,1239
Albania,2005,"Fibres; synthetic staple fibres, of nylon or other polyamides, carded, combed or otherwise processed for spinning",Import,2562,2261,Weight in kilograms,2261
Albania,2005,"Fibres; synthetic staple fibres, acrylic or modacrylic, carded, combed or otherwise processed for spinning",Import,99663,27450,Weight in kilograms,27450
Albania,2005,"Fibres; synthetic staple fibres, n.e.c. in heading no. 5506, carded, combed or otherwise processed for spinning",Import,31107,8750,Weight in kilograms,8750
Albania,2005,"Sewing thread; of synthetic staple fibres, whether or not put up for retail sale",Import,37048,8608,Weight in kilograms,8608
Albania,2005,"Sewing thread; of artificial staple fibres, whether or not put up for retail sale",Import,2886,1176,Weight in kilograms,1176
Albania,2005,"Yarn; (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of nylon or other polyamides, not put up for retail sale",Import,2136,473,Weight in kilograms,473
Albania,2005,"Yarn; (not sewing thread), multiple (folded) or cabled yarn, of synthetic staple fibres, containing 85% or more by weight of nylon or other polyamides, not put up for retail sale",Import,36409,9300,Weight in kilograms,9300
Albania,2005,"Yarn; (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of polyester, not put up for retail sale",Import,6376,3163,Weight in kilograms,3163
Albania,2005,"Yarn; (not sewing thread), multiple (folded) or cabled yarn, of synthetic staple fibres, containing 85% or more by weight of polyester, not put up for retail sale",Import,451,66,Weight in kilograms,66
Albania,2005,"Yarn; (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic, not put up for retail sale",Import,19220,4811,Weight in kilograms,4811
Albania,2005,"Yarn; (not sewing thread), multiple (folded) or cabled, of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic, not put up for retail sale",Import,45985,12554,Weight in kilograms,12554
Albania,2005,"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with fibres n.e.c. in item no. 5509.5, not put up for retail sale",Import,95,3,Weight in kilograms,3
Albania,2005,"Yarn; (not sewing thread), of acrylic or modacrylic staple fibres, mixed mainly or solely with wool or fine animal hair, not put up for retail sale",Import,28659,3325,Weight in kilograms,3325
Albania,2005,"Yarn; (not sewing thread), of synthetic staple fibres, mixed mainly or solely with wool or fine animal hair, n.e.c. in heading no. 5509, not put up for retail sale",Import,25252,2915,Weight in kilograms,2915
Albania,2005,"Yarn; (not sewing thread), of synthetic staple fibres, mixed mainly or solely with cotton, n.e.c. in heading no. 5509, not put up for retail sale",Import,1461,361,Weight in kilograms,361
Albania,2005,"Yarn; (not sewing thread), multiple (folded) or cabled yarn, of artificial staple fibres, containing 85% or more by weight of artificial staple fibres, not put up for retail sale",Import,2632,2000,Weight in kilograms,2000
Albania,2005,"Yarn; (not sewing thread), of artificial staple fibres, mixed mainly or solely with wool or fine animal hair, not put up for retail sale",Import,170,9,Weight in kilograms,9
Albania,2005,"Yarn; (not sewing thread), of artificial staple fibres, mixed mainly or solely with cotton, not put up for retail sale",Import,5911,1449,Weight in kilograms,1449
Albania,2005,"Yarn; (not sewing thread), of artificial staple fibres, mixed mainly or solely with fibres (other than wool, fine animal hair or cotton), not put up for retail sale",Import,8035,218,Weight in kilograms,218
Albania,2005,"Yarn; (not sewing thread), of artificial staple fibres, put up for retail sale",Import,386,100,Weight in kilograms,100
Albania,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of polyester staple fibres, unbleached or bleached",Import,8782,3805,Weight in kilograms,3805
Albania,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of polyester staple fibres, other than unbleached or bleached",Import,892017,132866,Weight in kilograms,132866
Albania,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic staple fibres, unbleached or bleached",Import,2648,855,Weight in kilograms,855
Albania,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic staple fibres, other than unbleached or bleached",Import,181830,21494,Weight in kilograms,21494
Albania,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of such fibres n.e.c. in heading no. 5512, unbleached or bleached",Import,56322,27516,Weight in kilograms,27516
Albania,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of such fibres n.e.c. in heading no. 5512, other than unbleached or bleached",Import,709749,61083,Weight in kilograms,61083
Albania,2005,"Fabrics, woven; plain weave, of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, of a weight not exceeding 170g/m2, unbleached or bleached",Import,522643,203851,Weight in kilograms,203851
Albania,2005,"Fabrics, woven; 3-thread or 4-thread twill, of polyester staple fibres, containing less than 85% by weight of such, mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached",Import,3407,509,Weight in kilograms,509
Albania,2005,"Fabrics, woven; of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached",Import,27638,12920,Weight in kilograms,12920
Albania,2005,"Fabrics, woven; containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached",Import,128103,57299,Weight in kilograms,57299
Albania,2005,"Fabrics, woven; plain weave, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",Import,55514,25156,Weight in kilograms,25156
Albania,2005,"Woven fabrics of polyester staple fibres, cont. <85% by wt. of such fibres, ...",Import,13350,6910,Weight in kilograms,6910
Albania,2005,"Fabrics, woven; dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",Import,444964,172194,Weight in kilograms,172194
Albania,2005,"Fabrics, woven; dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2",Import,165708,62940,Weight in kilograms,62940
Albania,2005,"Fabrics, woven; plain weave, of yarns of different colours, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",Import,14944,7253,Weight in kilograms,7253
Albania,2005,"Woven fabrics of polyester staple fibres, cont.<85% by wt. of such fibres,  ...",Import,58522,25689,Weight in kilograms,25689
Albania,2005,"Woven fabrics of polyester staple fibres (excl. of 5513.31 & 5513.32), cont ...",Import,16009,4600,Weight in kilograms,4600
Albania,2005,"Fabrics, woven; of yarns of different colours, containing less than 85% of synthetic staple fibres (other than polyester, plain weave), mixed mainly or solely with cotton, not exceeding 170g/m2",Import,12835,8334,Weight in kilograms,8334
Albania,2005,"Fabrics, woven; plain weave, printed, of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",Import,197678,81106,Weight in kilograms,81106
Albania,2005,"Fabrics, woven; printed, containing less than 85% by weight of synthetic staple fibres (other than polyester, plain weave), mixed mainly or solely with cotton, not exceeding 170g/m2",Import,45023,18094,Weight in kilograms,18094
Albania,2005,"Fabrics, woven; plain weave, unbleached or bleached, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2",Import,11307,4020,Weight in kilograms,4020
Albania,2005,"Woven fabrics of polyester staple fibres, cont. <85% by wt. of such fibres, ...",Import,24685,1843,Weight in kilograms,1843
Albania,2005,"Fabrics, woven; unbleached or bleached, containing less than 85% by weight of synthetic staple fibres n.e.c. in item no. 55.14.1, mixed mainly or solely with cotton, exceeding 170g/m2",Import,486266,199064,Weight in kilograms,199064
Albania,2005,"Fabrics, woven; plain weave, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2",Import,5416,2000,Weight in kilograms,2000
Albania,2005,"Fabrics, woven; 3- or 4-thread twill, including cross twill, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2",Import,1755483,124633,Weight in kilograms,124633
Albania,2005,"Fabrics, woven; dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2, n.e.c. in heading no. 5514",Import,162671,32215,Weight in kilograms,32215
Albania,2005,"Fabrics, woven; dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2",Import,162189,12928,Weight in kilograms,12928
Albania,2005,"Woven fabrics of polyester staple fibres, cont. <85% by wt. of such fibres, ...",Import,1758,720,Weight in kilograms,720
Albania,2005,"Fabrics, woven; plain weave, printed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2",Import,1113,170,Weight in kilograms,170
Albania,2005,"Fabrics, woven; printed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2",Import,4293,757,Weight in kilograms,757
Albania,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with viscose rayon staple fibres",Import,8739,417,Weight in kilograms,417
Albania,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments",Import,8891193,522390,Weight in kilograms,522390
Albania,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments",Re-Export,4511,208,Weight in kilograms,208
Albania,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments",Export,4511,208,Weight in kilograms,208
Albania,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with wool or fine animal hair",Import,4,24,Weight in kilograms,24
Albania,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in item no. 5515.1",Import,94210,5587,Weight in kilograms,5587
Albania,2005,"Fabrics, woven; of acrylic or modacrylic staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments",Import,2958,800,Weight in kilograms,800
Albania,2005,"Fabrics, woven; of acrylic or modacrylic staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in item no. 5515.2",Import,45544,35860,Weight in kilograms,35860
Albania,2005,"Fabrics, woven; of synthetic staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments",Import,324040,7035,Weight in kilograms,7035
Albania,2005,"Fabrics, woven; of synthetic staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in heading no. 5515",Import,82298,29342,Weight in kilograms,29342
Albania,2005,"Fabrics, woven; dyed, containing 85% or more by weight of artificial staple fibres",Import,31544,5213,Weight in kilograms,5213
Albania,2005,"Fabrics, woven; of yarns of different colours, containing 85% or more by weight of artificial staple fibres",Import,14571,5088,Weight in kilograms,5088
Albania,2005,"Fabrics, woven; printed, containing 85% or more by weight of artificial staple fibres",Import,2548442,206805,Weight in kilograms,206805
Albania,2005,"Fabrics, woven; dyed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with man-made filaments",Import,552695,57509,Weight in kilograms,57509
Albania,2005,"Fabrics, woven; of yarns of different colours, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with man-made filaments",Import,210787,54562,Weight in kilograms,54562
Albania,2005,"Fabrics, woven; printed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with man-made filaments",Import,9562,1500,Weight in kilograms,1500
Albania,2005,"Fabrics, woven; dyed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with wool or fine animal hair",Import,227,5,Weight in kilograms,5
Albania,2005,"Fabrics, woven; printed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with wool or fine animal hair",Import,26,175,Weight in kilograms,175
Albania,2005,"Fabrics, woven; printed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton",Import,8507,4615,Weight in kilograms,4615
Albania,2005,"Fabrics, woven; unbleached or bleached, of artificial staple fibres, n.e.c. in heading no. 5516",Import,23559,5974,Weight in kilograms,5974
Albania,2005,"Fabrics, woven; dyed, of artificial staple fibres, n.e.c. in heading no. 5516",Import,1953,218,Weight in kilograms,218
Albania,2005,"Fabrics, woven; printed, of artificial staple fibres, n.e.c. in heading no. 5516",Import,157854,29267,Weight in kilograms,29267
Algeria,2005,"Fibres; synthetic filament tow, of nylon or other polyamides",Import,244,1003,Weight in kilograms,1003
Algeria,2005,"Fibres; synthetic filament tow, of polyesters",Import,153,1,Weight in kilograms,1
Algeria,2005,"Fibres; synthetic filament tow, acrylic or modacrylic",Import,1030599,451950,Weight in kilograms,451950
Algeria,2005,"Fibres; synthetic filament tow, of synthetic materials n.e.c. in heading no. 5501",Import,738,617,Weight in kilograms,617
Algeria,2005,Fibres; artificial filament tow,Import,929,1,Weight in kilograms,1
Algeria,2005,"Fibres; synthetic staple fibres, of polyesters, not carded, combed or otherwise processed for spinning",Import,3971673,2729910,Weight in kilograms,2729910
Algeria,2005,"Fibres; synthetic staple fibres, acrylic or modacrylic, not carded, combed or otherwise processed for spinning",Import,13591314,6769370,Weight in kilograms,6769370
Algeria,2005,"Fibres; synthetic staple fibres, of polypropylene, not carded, combed or otherwise processed for spinning",Import,1169514,627837,Weight in kilograms,627837
Algeria,2005,"Fibres; synthetic staple fibres, of synthetic materials n.e.c. in heading no. 5503, not carded, combed or otherwise processed for spinning",Import,34254,128290,Weight in kilograms,128290
Algeria,2005,"Fibres; artificial staple fibres, of viscose, not carded, combed or otherwise processed for spinning",Import,1757,1820,Weight in kilograms,1820
Algeria,2005,"Fibres; waste (including noils, yarn waste and garnetted stock), of synthetic fibres",Import,685947,1098496,Weight in kilograms,1098496
Algeria,2005,"Fibres; waste (including noils, yarn waste and garnetted stock), of artificial fibres",Import,64615,61684,Weight in kilograms,61684
Algeria,2005,"Fibres; synthetic staple fibres, of polyesters, carded, combed or otherwise processed for spinning",Import,261458,173606,Weight in kilograms,173606
Algeria,2005,"Fibres; synthetic staple fibres, acrylic or modacrylic, carded, combed or otherwise processed for spinning",Import,967738,433240,Weight in kilograms,433240
Algeria,2005,"Fibres; synthetic staple fibres, n.e.c. in heading no. 5506, carded, combed or otherwise processed for spinning",Import,496,921,Weight in kilograms,921
Algeria,2005,"Fibres; artificial staple fibres, carded, combed or otherwise processed for spinning",Import,2199,2000,Weight in kilograms,2000
Algeria,2005,"Sewing thread; of synthetic staple fibres, whether or not put up for retail sale",Import,403258,206725,Weight in kilograms,206725
Algeria,2005,"Sewing thread; of artificial staple fibres, whether or not put up for retail sale",Import,25285,34135,Weight in kilograms,34135
Algeria,2005,"Yarn; (not sewing thread), multiple (folded) or cabled yarn, of synthetic staple fibres, containing 85% or more by weight of nylon or other polyamides, not put up for retail sale",Import,643,301,Weight in kilograms,301
Algeria,2005,"Yarn; (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of polyester, not put up for retail sale",Import,237496,96572,Weight in kilograms,96572
Algeria,2005,"Yarn; (not sewing thread), multiple (folded) or cabled yarn, of synthetic staple fibres, containing 85% or more by weight of polyester, not put up for retail sale",Import,8159,1856,Weight in kilograms,1856
Algeria,2005,"Yarn; (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic, not put up for retail sale",Import,982249,412438,Weight in kilograms,412438
Algeria,2005,"Yarn; (not sewing thread), multiple (folded) or cabled, of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic, not put up for retail sale",Import,288391,98459,Weight in kilograms,98459
Algeria,2005,"Yarn; (not sewing thread), single, containing 85% or more by weight of synthetic staple fibres, n.e.c. in heading no. 5509, not put up for retail sale",Import,53,288,Weight in kilograms,288
Algeria,2005,"Yarn; (not sewing thread), multiple (folded) or cabled yarn, containing 85% or more by weight of synthetic staple fibres, n.e.c. in heading no. 5509, not put up for retail sale",Import,3281,1000,Weight in kilograms,1000
Algeria,2005,"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with artificial staple fibres, not put up for retail sale",Import,80485,28279,Weight in kilograms,28279
Algeria,2005,"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with wool or fine animal hair, not put up for retail sale",Import,2341519,217516,Weight in kilograms,217516
Algeria,2005,"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with cotton, not put up for retail sale",Import,1917273,770846,Weight in kilograms,770846
Algeria,2005,"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with fibres n.e.c. in item no. 5509.5, not put up for retail sale",Import,61758,39721,Weight in kilograms,39721
Algeria,2005,"Yarn; (not sewing thread), of acrylic or modacrylic staple fibres, mixed mainly or solely with wool or fine animal hair, not put up for retail sale",Import,58317,12596,Weight in kilograms,12596
Algeria,2005,"Yarn; (not sewing thread), of acrylic or modacrylic staple fibres, mixed mainly or solely with cotton, not put up for retail sale",Import,1275751,442479,Weight in kilograms,442479
Algeria,2005,"Yarn; (not sewing thread), of acrylic or modacrylic staple fibres, mixed mainly or solely with cotton, not put up for retail sale",Export,41569,22786,Weight in kilograms,22786
Algeria,2005,"Yarn; (not sewing thread), of acrylic or modacrylic staple fibres, mixed mainly or solely with fibres n.e.c. in item no. 5509.6, not put up for retail sale",Import,617660,296042,Weight in kilograms,296042
Algeria,2005,"Yarn; (not sewing thread), of synthetic staple fibres, mixed mainly or solely with wool or fine animal hair, n.e.c. in heading no. 5509, not put up for retail sale",Import,1752409,476077,Weight in kilograms,476077
Algeria,2005,"Yarn; (not sewing thread), of synthetic staple fibres, mixed mainly or solely with fibres (other than wool, fine animal hair or cotton), n.e.c. in heading no. 5509, not put up for retail sale",Import,43592,11521,Weight in kilograms,11521
Algeria,2005,"Yarn; (not sewing thread), multiple (folded) or cabled yarn, of artificial staple fibres, containing 85% or more by weight of artificial staple fibres, not put up for retail sale",Import,1018630,17992,Weight in kilograms,17992
Algeria,2005,"Yarn; (not sewing thread), of artificial staple fibres, mixed mainly or solely with cotton, not put up for retail sale",Import,105391,43256,Weight in kilograms,43256
Algeria,2005,"Yarn; (not sewing thread), of artificial staple fibres, mixed mainly or solely with fibres (other than wool, fine animal hair or cotton), not put up for retail sale",Import,56416,50467,Weight in kilograms,50467
Algeria,2005,"Yarn; (not sewing thread), of synthetic staple fibres, containing 85% or more by weight of synthetic staple fibres, put up for retail sale",Import,17006,14299,Weight in kilograms,14299
Algeria,2005,"Yarn; (not sewing thread), of artificial staple fibres, put up for retail sale",Import,25104,39205,Weight in kilograms,39205
Algeria,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of polyester staple fibres, unbleached or bleached",Import,348,807,Weight in kilograms,807
Algeria,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of polyester staple fibres, other than unbleached or bleached",Import,456060,620744,Weight in kilograms,620744
Algeria,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic staple fibres, unbleached or bleached",Import,15870,30035,Weight in kilograms,30035
Algeria,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic staple fibres, other than unbleached or bleached",Import,2362402,411943,Weight in kilograms,411943
Algeria,2005,"Fabrics, woven; of synthetic staple fibres, containing 85% or more by weight of such fibres n.e.c. in heading no. 5512, other than unbleached or bleached",Import,700116,647858,Weight in kilograms,647858
Algeria,2005,"Fabrics, woven; plain weave, of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, of a weight not exceeding 170g/m2, unbleached or bleached",Import,257354,204276,Weight in kilograms,204276
Algeria,2005,"Fabrics, woven; 3-thread or 4-thread twill, of polyester staple fibres, containing less than 85% by weight of such, mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached",Import,12793,12500,Weight in kilograms,12500
Algeria,2005,"Fabrics, woven; of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached",Import,18504,25429,Weight in kilograms,25429
Algeria,2005,"Fabrics, woven; containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached",Import,41332,26362,Weight in kilograms,26362
Algeria,2005,"Fabrics, woven; plain weave, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",Import,329250,267347,Weight in kilograms,267347
Algeria,2005,"Fabrics, woven; dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",Import,1824,1813,Weight in kilograms,1813
Algeria,2005,"Fabrics, woven; dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2",Import,13637,12676,Weight in kilograms,12676
Algeria,2005,"Woven fabrics of polyester staple fibres, cont.<85% by wt. of such fibres,  ...",Import,30425,13500,Weight in kilograms,13500
Algeria,2005,"Woven fabrics of polyester staple fibres (excl. of 5513.31 & 5513.32), cont ...",Import,10124,9786,Weight in kilograms,9786
Algeria,2005,"Fabrics, woven; of yarns of different colours, containing less than 85% of synthetic staple fibres (other than polyester, plain weave), mixed mainly or solely with cotton, not exceeding 170g/m2",Import,16789,12527,Weight in kilograms,12527
Algeria,2005,"Fabrics, woven; plain weave, printed, of polyester staple fibres, containing less than 85% by weight of such fibres, mixed mainly or solely with cotton, not exceeding 170g/m2",Import,19622,26477,Weight in kilograms,26477
Algeria,2005,"Woven fabrics of polyester staple fibres (excl. of 5513.41 & 5513.42), cont ...",Import,17372,20203,Weight in kilograms,20203
Algeria,2005,"Fabrics, woven; printed, containing less than 85% by weight of synthetic staple fibres (other than polyester, plain weave), mixed mainly or solely with cotton, not exceeding 170g/m2",Import,83058,179386,Weight in kilograms,179386
Algeria,2005,"Fabrics, woven; 3- or 4-thread twill, including cross twill, unbleached or bleached, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, over 170g/m2",Import,6974,653,Weight in kilograms,653
Algeria,2005,"Woven fabrics of polyester staple fibres, cont. <85% by wt. of such fibres, ...",Import,28150,48870,Weight in kilograms,48870
Algeria,2005,"Fabrics, woven; unbleached or bleached, containing less than 85% by weight of synthetic staple fibres n.e.c. in item no. 55.14.1, mixed mainly or solely with cotton, exceeding 170g/m2",Import,292256,247198,Weight in kilograms,247198
Algeria,2005,"Fabrics, woven; plain weave, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2",Import,1850,835,Weight in kilograms,835
Algeria,2005,"Fabrics, woven; 3- or 4-thread twill, including cross twill, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2",Import,23592,2522,Weight in kilograms,2522
Algeria,2005,"Fabrics, woven; dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2, n.e.c. in heading no. 5514",Import,11886,14162,Weight in kilograms,14162
Algeria,2005,"Fabrics, woven; dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2",Import,135190,59819,Weight in kilograms,59819
Algeria,2005,"Woven fabrics of polyester staple fibres, cont. <85% by wt. of such fibres, ...",Import,257944,451213,Weight in kilograms,451213
Algeria,2005,"Woven fabrics of polyester staple fibres (excl. of 5514.31 & 5514.32), cont ...",Import,4679,8000,Weight in kilograms,8000
Algeria,2005,"Woven fabrics of oth. synth. staple fibres (excl. of 5514.31-5514.33), cont ...",Import,75206,4757,Weight in kilograms,4757
Algeria,2005,"Fabrics, woven; printed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, weight exceeding 170g/m2, n.e.c. in heading no. 5514",Import,2007,2810,Weight in kilograms,2810
Algeria,2005,"Fabrics, woven; printed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, exceeding 170g/m2",Import,40726,43297,Weight in kilograms,43297
Algeria,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with viscose rayon staple fibres",Import,252416,249338,Weight in kilograms,249338
Algeria,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments",Import,50723,87691,Weight in kilograms,87691
Algeria,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with wool or fine animal hair",Import,27704,11974,Weight in kilograms,11974
Algeria,2005,"Fabrics, woven; of polyester staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in item no. 5515.1",Import,83874,51314,Weight in kilograms,51314
Algeria,2005,"Fabrics, woven; of acrylic or modacrylic staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments",Import,28079,13602,Weight in kilograms,13602
Algeria,2005,"Fabrics, woven; of acrylic or modacrylic staple fibres n.e.c. in chapter 55, mixed mainly or solely with wool or fine animal hair",Import,3405,111,Weight in kilograms,111
Algeria,2005,"Fabrics, woven; of acrylic or modacrylic staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in item no. 5515.2",Import,28754,26606,Weight in kilograms,26606
Algeria,2005,"Fabrics, woven; of synthetic staple fibres n.e.c. in chapter 55, mixed mainly or solely with man-made filaments",Import,34206,44092,Weight in kilograms,44092
Algeria,2005,Woven fabrics of synth. staple fibres mixed mainly or solely with wool/fine ...,Import,10072,36000,Weight in kilograms,36000
Algeria,2005,"Fabrics, woven; of synthetic staple fibres n.e.c. in chapter 55, mixed mainly or solely with fibres n.e.c. in heading no. 5515",Import,134790,105121,Weight in kilograms,105121
Algeria,2005,"Fabrics, woven; unbleached or bleached, containing 85% or more by weight of artificial staple fibres",Import,40254,64164,Weight in kilograms,64164
Algeria,2005,"Fabrics, woven; unbleached or bleached, containing 85% or more by weight of artificial staple fibres",Export,5,180,Weight in kilograms,180
Algeria,2005,"Fabrics, woven; dyed, containing 85% or more by weight of artificial staple fibres",Import,1594738,2247682,Weight in kilograms,2247682
Algeria,2005,"Fabrics, woven; printed, containing 85% or more by weight of artificial staple fibres",Import,78782,73350,Weight in kilograms,73350
Algeria,2005,"Fabrics, woven; unbleached or bleached, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with manmade filaments",Import,29906,30657,Weight in kilograms,30657
Algeria,2005,"Fabrics, woven; dyed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with man-made filaments",Import,162494,262915,Weight in kilograms,262915
Algeria,2005,"Fabrics, woven; of yarns of different colours, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with man-made filaments",Import,27096,6886,Weight in kilograms,6886
Algeria,2005,"Fabrics, woven; printed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with man-made filaments",Import,436704,570291,Weight in kilograms,570291
